MONTH,BOROUGH,COMMUNITYDISTRICT,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,BOROUGH_ID
2025 / 08,Brooklyn,12,509.3,293,83.3,3
2025 / 08,Brooklyn,13,246.2,233.8,71,3
2025 / 08,Brooklyn,14,385.2,390.7,127.7,3
2025 / 08,Brooklyn,15,425.4,448.9,179.3,3
2025 / 08,Brooklyn,16,107.2,170.5,46,3
2025 / 08,Brooklyn,17,297,446,162.7,3
2025 / 08,Brooklyn,18,503.1,644.9,173.7,3
2025 / 08,Manhattan,1,339,222.6,19.5,1
2025 / 08,Manhattan,2,333.8,226.9,48.7,1
2025 / 08,Manhattan,3,447.4,330.8,58.1,1
2025 / 08,Manhattan,4,657.7,337.9,57.2,1
2025 / 08,Manhattan,5,247.1,146.8,22.5,1
2025 / 08,Manhattan,6,704.6,352.5,69,1
2025 / 08,Manhattan,7,876.6,616.5,223.7,1
2025 / 08,Manhattan,8,879.3,612.4,139,1
2025 / 08,Manhattan,9,267.6,246,54.7,1
2025 / 08,Manhattan,10,274.6,246.2,37.6,1
2025 / 08,Manhattan,11,201.6,160.9,20.6,1
2025 / 08,Manhattan,12,382.9,440.2,90.4,1
2025 / 08,Queens,1,583.1,575.5,235.6,4
2025 / 08,Queens,2,519.2,415.1,187.3,4
2025 / 08,Queens,3,334.7,516.7,191.3,4
2025 / 08,Queens,4,335.7,516.1,174.4,4
2025 / 08,Queens,5,558.5,640.2,350.9,4
2025 / 08,Queens,6,355.6,358.7,202.1,4
2025 / 08,Queens,7,911.7,748.4,304.6,4
2025 / 08,Queens,8,413.4,380.9,201.2,4
2025 / 08,Queens,9,395.1,503.7,266.4,4
2025 / 08,Queens,10,327.4,511.5,197.8,4
2025 / 08,Queens,11,402.6,420.4,360.8,4
2025 / 08,Queens,12,476.9,934,421.4,4
2025 / 08,Queens,13,436.1,844.5,256.6,4
2025 / 08,Queens,14,290.9,253.2,118.2,4
2025 / 08,Staten Island,1,557.1,689.7,344.2,5
2025 / 08,Staten Island,2,434.3,502.1,400.9,5
2025 / 08,Staten Island,3,606.9,656.6,439.5,5
2025 / 07,Bronx,1,228.7,145.9,18.9,2
2025 / 07,Bronx,2,244,233.3,16,2
2025 / 07,Bronx,3,155.6,173.9,15,2
2025 / 07,Bronx,4,237.4,315.8,17.9,2
2025 / 07,Bronx,5,236.3,329.9,18.9,2
2025 / 07,Bronx,6,204.5,212.7,16.9,2
2025 / 07,Bronx,7,307.3,461.9,52.9,2
2025 / 07,Bronx,8,318.3,363.6,147.5,2
2025 / 07,Bronx,9,247.9,411.4,116.2,2
2025 / 07,Bronx,10,292.7,369.8,182.1,2
2025 / 07,Bronx,11,285.4,341.4,170.4,2
2025 / 07,Bronx,12,344.5,608.3,333.7,2
2025 / 07,Brooklyn,1,652.3,481.3,102.4,3
2025 / 07,Brooklyn,2,541.4,387.8,141.3,3
2025 / 07,Brooklyn,3,423,364.3,161.5,3
2025 / 07,Brooklyn,4,348.7,378.2,98.4,3
2025 / 07,Brooklyn,5,282.1,526.8,174.6,3
2025 / 07,Brooklyn,6,468.4,340.7,76.4,3
2025 / 07,Brooklyn,7,414.3,363.9,131.3,3
2025 / 07,Brooklyn,8,333.9,300.9,93.7,3
2025 / 07,Brooklyn,9,276.4,262.5,65.9,3
2025 / 07,Brooklyn,10,437.4,439.8,157.9,3
2025 / 07,Brooklyn,11,548.6,549.2,460.2,3
2025 / 07,Brooklyn,12,525.6,309.2,101.8,3
2025 / 07,Brooklyn,13,271.7,238,80.6,3
2025 / 07,Brooklyn,14,399.8,391.9,124.2,3
2025 / 07,Brooklyn,15,469.5,483,212.5,3
2025 / 07,Brooklyn,16,119.6,167.2,49.5,3
2025 / 07,Brooklyn,17,329,484.6,176.7,3
2025 / 07,Brooklyn,18,541.5,687,223.2,3
2025 / 07,Manhattan,1,337.2,216.2,20.1,1
2025 / 07,Manhattan,2,390.8,263,53.5,1
2025 / 07,Manhattan,3,483.8,356,55.2,1
2025 / 07,Manhattan,4,659.8,333.5,50.6,1
2025 / 07,Manhattan,5,282.9,163.9,28.7,1
2025 / 07,Manhattan,6,731.7,362.9,70,1
2025 / 07,Manhattan,7,873.1,622.8,234.7,1
2025 / 07,Manhattan,8,937.3,656.1,137.7,1
2025 / 07,Manhattan,9,237.7,226.7,47.6,1
2025 / 07,Manhattan,10,300.2,282.8,41.3,1
2025 / 07,Manhattan,11,238.2,189.6,25.2,1
2025 / 07,Manhattan,12,450,502.5,99.8,1
2025 / 07,Queens,1,654.2,633.9,279,4
2025 / 07,Queens,2,599.5,464.2,204.4,4
2025 / 07,Queens,3,379.5,560.3,206.1,4
2025 / 07,Queens,4,383.4,540.9,183.8,4
2025 / 07,Queens,5,635.9,719.3,416.1,4
2025 / 07,Queens,6,388.5,377,206.4,4
2025 / 07,Queens,7,1027.9,815.1,356.1,4
2025 / 07,Queens,8,454.3,405.5,225.3,4
2025 / 07,Queens,9,442.8,562.1,293.3,4
2025 / 07,Queens,10,387.7,592.2,230.4,4
2025 / 07,Queens,11,437.6,453,422.7,4
2025 / 07,Queens,12,530.7,1023,505.2,4
2025 / 07,Queens,13,506,928.7,337.7,4
2025 / 07,Queens,14,309.2,274.8,139.1,4
2025 / 07,Staten Island,1,653.6,716.2,391,5
2025 / 07,Staten Island,2,527.2,551,460.1,5
2025 / 07,Staten Island,3,726.8,731,549.8,5
2025 / 06,Bronx,1,248.8,139.4,20.7,2
2025 / 06,Bronx,2,212.3,191.1,15.4,2
2025 / 06,Bronx,3,139.4,137.8,16.4,2
2025 / 06,Bronx,4,254.4,299.1,17.8,2
2025 / 06,Bronx,5,238.8,303,21.3,2
2025 / 06,Bronx,6,190.8,166.3,14.6,2
2025 / 06,Bronx,7,291,411.6,48.1,2
2025 / 06,Bronx,8,281.4,319.5,147.4,2
2025 / 06,Bronx,9,227.5,367.8,112.6,2
2025 / 06,Bronx,10,289.6,333.6,180.8,2
2025 / 06,Bronx,11,281.1,314.3,175.6,2
2025 / 06,Bronx,12,321.2,542.3,316.1,2
2025 / 06,Brooklyn,1,647,423.3,102,3
2025 / 06,Brooklyn,2,540,372.5,142.8,3
2025 / 06,Brooklyn,3,414.2,317.1,148.2,3
2025 / 06,Brooklyn,4,385,345.2,97.4,3
2025 / 06,Brooklyn,5,237.6,454.4,139,3
2025 / 06,Brooklyn,6,513.3,353.1,104.8,3
2025 / 06,Brooklyn,7,410.6,342.8,130.9,3
2025 / 06,Brooklyn,8,321.3,264.2,92.4,3
2025 / 06,Brooklyn,9,239.1,229.2,66.8,3
2025 / 06,Brooklyn,10,422.5,420.3,187.2,3
2025 / 06,Brooklyn,11,506.7,509.2,471.7,3
2025 / 06,Brooklyn,12,575.2,315.5,113.2,3
2025 / 06,Brooklyn,13,287.7,214.3,81.1,3
2025 / 06,Brooklyn,14,434.5,406,122.6,3
2025 / 06,Brooklyn,15,503.5,479.8,228.6,3
2025 / 06,Brooklyn,16,120.5,156.1,49,3
2025 / 06,Brooklyn,17,310.8,420.2,168.6,3
2025 / 06,Brooklyn,18,533,602,195.9,3
2025 / 06,Manhattan,1,337.8,226.6,23.9,1
2025 / 06,Manhattan,2,402.3,265.2,59.8,1
2025 / 06,Manhattan,3,444.3,330.4,53.3,1
2025 / 06,Manhattan,4,614.9,309.2,66.9,1
2025 / 06,Manhattan,5,247.4,150.5,26.8,1
2025 / 06,Manhattan,6,682.7,334.4,69,1
2025 / 06,Manhattan,7,925.8,652.3,243.9,1
2025 / 06,Manhattan,8,952,652.4,148,1
2025 / 06,Manhattan,9,255.8,226.5,49.7,1
2025 / 06,Manhattan,10,257.5,238,40.6,1
2025 / 06,Manhattan,11,217.9,158.9,23.1,1
2025 / 06,Manhattan,12,405.7,418.6,89.2,1
2025 / 06,Queens,1,659.7,595.4,286.8,4
2025 / 06,Queens,2,572.5,406.2,198.6,4
2025 / 06,Queens,3,333.8,499.2,179.7,4
2025 / 06,Queens,4,335.4,469.2,177.8,4
2025 / 06,Queens,5,591.1,648.6,419.1,4
2025 / 06,Queens,6,363.4,344.4,201.9,4
2025 / 06,Queens,7,956.4,767.9,376.4,4
2025 / 06,Queens,8,407.2,376.7,250.3,4
2025 / 06,Queens,9,455.7,500.8,316,4
2025 / 06,Queens,10,359.4,543,257.4,4
2025 / 06,Queens,11,419.4,404.9,413.4,4
2025 / 06,Queens,12,511.3,907.8,496.7,4
2025 / 06,Queens,13,474,844.9,375.5,4
2025 / 06,Queens,14,285.2,238.2,133.2,4
2025 / 06,Staten Island,1,647.2,646.9,453.6,5
2025 / 06,Staten Island,2,492.2,501.2,471.4,5
2025 / 06,Staten Island,3,666.9,651.9,580.4,5
2025 / 05,Bronx,1,252.9,137.4,19.8,2
2025 / 05,Bronx,2,222.6,228.5,25.9,2
2025 / 05,Bronx,3,146.6,140,14.8,2
2025 / 05,Bronx,4,262,305.9,21.2,2
2025 / 05,Bronx,5,234.9,313.8,20.6,2
2025 / 05,Bronx,6,197.8,180.9,14,2
2025 / 05,Bronx,7,313.6,441.1,46.7,2
2025 / 05,Bronx,8,300.9,343.9,161.8,2
2025 / 05,Bronx,9,262.2,402,127.5,2
2025 / 05,Bronx,10,321.8,373.4,219.3,2
2025 / 05,Bronx,11,306.5,351.3,202.1,2
2025 / 05,Bronx,12,346.5,580.3,357,2
2025 / 05,Brooklyn,1,794,476.5,115.4,3
2025 / 05,Brooklyn,2,582.7,418.1,163.2,3
2025 / 05,Brooklyn,3,444.5,331.4,167.6,3
2025 / 05,Brooklyn,4,381.1,369.2,110.3,3
2025 / 05,Brooklyn,5,243.4,466.5,160.3,3
2025 / 05,Brooklyn,6,548.7,396.6,144.4,3
2025 / 05,Brooklyn,7,436.8,371.2,169.1,3
2025 / 05,Brooklyn,8,308.3,268.2,93.1,3
2025 / 05,Brooklyn,9,295,267.1,80.5,3
2025 / 05,Brooklyn,10,460.3,458.6,216.1,3
2025 / 05,Brooklyn,11,572.8,585.9,559.2,3
2025 / 05,Brooklyn,12,741.6,365.1,134.5,3
2025 / 05,Brooklyn,13,296.6,238.4,81.7,3
2025 / 05,Brooklyn,14,461.9,423.6,145.7,3
2025 / 05,Brooklyn,15,557.3,515.2,264.6,3
2025 / 05,Brooklyn,16,131.1,173.9,55.3,3
2025 / 05,Brooklyn,17,327.8,440.4,182.1,3
2025 / 05,Brooklyn,18,632.5,675.1,230.3,3
2025 / 05,Manhattan,1,385.6,269.2,28.6,1
2025 / 05,Manhattan,2,403.3,289,61.6,1
2025 / 05,Manhattan,3,479.7,370.6,60.5,1
2025 / 05,Manhattan,4,701.9,388.3,84.5,1
2025 / 05,Manhattan,5,269.6,170.3,30.6,1
2025 / 05,Manhattan,6,788.8,422.4,87.1,1
2025 / 05,Manhattan,7,1024,731.2,283.1,1
2025 / 05,Manhattan,8,1098.7,777.5,173.3,1
2025 / 05,Manhattan,9,302.4,289.3,61.9,1
2025 / 05,Manhattan,10,276.9,278.7,46.5,1
2025 / 05,Manhattan,11,234.2,176,26.5,1
2025 / 05,Manhattan,12,457.5,489.9,97.7,1
2025 / 05,Queens,1,679,631.5,287.1,4
2025 / 05,Queens,2,586.7,438.3,209.9,4
2025 / 05,Queens,3,376.2,557.1,202.3,4
2025 / 05,Queens,4,359.8,528.4,191,4
2025 / 05,Queens,5,646.1,721.4,454.7,4
2025 / 05,Queens,6,395.1,389.1,226.3,4
2025 / 05,Queens,7,1038.8,827.5,493.8,4
2025 / 05,Queens,8,466.1,417.9,329.8,4
2025 / 05,Queens,9,480.9,551.8,343.6,4
2025 / 05,Queens,10,385.5,583.2,324.5,4
2025 / 05,Queens,11,443,449.4,473,4
2025 / 05,Queens,12,537.8,985.6,547.6,4
2025 / 05,Queens,13,513.6,904.6,452.6,4
2025 / 05,Queens,14,335.8,278.4,154.2,4
2025 / 05,Staten Island,1,679.9,748.4,573.9,5
2025 / 05,Staten Island,2,540.6,612.5,554.1,5
2025 / 05,Staten Island,3,787.5,820.6,785.5,5
2025 / 04,Bronx,1,236.7,147,17.6,2
2025 / 04,Bronx,2,215.9,203.3,14.7,2
2025 / 04,Bronx,3,171.3,175.3,16.5,2
2025 / 04,Bronx,4,256.6,309.5,15.7,2
2025 / 04,Bronx,5,225.5,321.2,16.5,2
2025 / 04,Bronx,6,206.9,216.7,11.4,2
2025 / 04,Bronx,7,289.1,428.3,32,2
2025 / 04,Bronx,8,285.3,348.8,134,2
2025 / 04,Bronx,9,226.4,351.1,79.8,2
2025 / 04,Bronx,10,275.1,323.7,165.2,2
2025 / 04,Bronx,11,265.9,310.9,141,2
2025 / 04,Bronx,12,305.3,544.7,234.8,2
2025 / 04,Brooklyn,1,747.2,438.4,91.9,3
2025 / 04,Brooklyn,2,525.3,389.6,144.8,3
2025 / 04,Brooklyn,3,455,341.3,132.4,3
2025 / 04,Brooklyn,4,346.5,331,74.8,3
2025 / 04,Brooklyn,5,253.5,447.4,111.8,3
2025 / 04,Brooklyn,6,480.8,354.7,161.1,3
2025 / 04,Brooklyn,7,420.5,343.1,152,3
2025 / 04,Brooklyn,8,311.7,281.1,89.3,3
2025 / 04,Brooklyn,9,249,246.5,61.3,3
2025 / 04,Brooklyn,10,416.3,425.5,203.3,3
2025 / 04,Brooklyn,11,513.1,534.2,436.7,3
2025 / 04,Brooklyn,12,793.6,406,91.2,3
2025 / 04,Brooklyn,13,278.1,227.5,75.1,3
2025 / 04,Brooklyn,14,463.7,431.4,99.5,3
2025 / 04,Brooklyn,15,521.8,529.3,208.5,3
2025 / 04,Brooklyn,16,102,152.3,37.8,3
2025 / 04,Brooklyn,17,297,410.2,128,3
2025 / 04,Brooklyn,18,509.3,606.1,208.7,3
2025 / 04,Manhattan,1,315.2,224.7,18,1
2025 / 04,Manhattan,2,403.7,301,51.5,1
2025 / 04,Manhattan,3,427.2,338.7,49.1,1
2025 / 04,Manhattan,4,594.4,324,56.9,1
2025 / 04,Manhattan,5,270.7,192.9,24.5,1
2025 / 04,Manhattan,6,656.9,343.1,55.7,1
2025 / 04,Manhattan,7,888.5,670.2,226.3,1
2025 / 04,Manhattan,8,986.1,702.8,122.7,1
2025 / 04,Manhattan,9,223.6,214.8,42.4,1
2025 / 04,Manhattan,10,268.8,262.9,40,1
2025 / 04,Manhattan,11,244.8,193.4,30.6,1
2025 / 04,Manhattan,12,418.6,467.7,73.1,1
2025 / 04,Queens,1,632.3,610.6,206.1,4
2025 / 04,Queens,2,565.2,430.4,153.1,4
2025 / 04,Queens,3,329.6,492.2,133.7,4
2025 / 04,Queens,4,316.1,478,141.1,4
2025 / 04,Queens,5,575.7,650.1,353.5,4
2025 / 04,Queens,6,347.5,379.8,146,4
2025 / 04,Queens,7,917.7,754.9,377.8,4
2025 / 04,Queens,8,401.5,400.1,244.9,4
2025 / 04,Queens,9,425.3,507.3,256.7,4
2025 / 04,Queens,10,340.8,517,235.2,4
2025 / 04,Queens,11,405.2,429.7,326.7,4
2025 / 04,Queens,12,471.4,874.5,338.4,4
2025 / 04,Queens,13,462,804.4,362.6,4
2025 / 04,Queens,14,277.8,251.4,104.3,4
2025 / 04,Staten Island,1,612.4,656.3,447.5,5
2025 / 04,Staten Island,2,475.8,551.9,431.3,5
2025 / 04,Staten Island,3,673.4,712.7,623.6,5
2025 / 03,Bronx,1,245.7,133.4,7.6,2
2025 / 03,Bronx,2,216.4,188,2.5,2
2025 / 03,Bronx,3,145.4,139.2,4.6,2
2025 / 03,Bronx,4,258.5,300,7.6,2
2025 / 03,Bronx,5,233.2,312.8,7.4,2
2025 / 03,Bronx,6,190.2,169,3.6,2
2025 / 03,Bronx,7,290.6,406.7,5.5,2
2025 / 03,Bronx,8,261.7,317.1,64.7,2
2025 / 03,Bronx,9,217.3,356.8,27,2
2025 / 03,Bronx,10,270.6,309.2,51,2
2025 / 03,Bronx,11,273.8,292.2,45.9,2
2025 / 03,Bronx,12,290.2,518.8,73.2,2
2025 / 03,Brooklyn,1,704.7,406.7,44.3,3
2025 / 03,Brooklyn,2,525.7,368.8,94.5,3
2025 / 03,Brooklyn,3,401.2,301.5,87.6,3
2025 / 03,Brooklyn,4,333.9,345.6,53.8,3
2025 / 03,Brooklyn,5,233.6,404.3,33,3
2025 / 03,Brooklyn,6,484.3,351.9,82.3,3
2025 / 03,Brooklyn,7,403.8,331.4,53.7,3
2025 / 03,Brooklyn,8,305.3,247.4,47.3,3
2025 / 03,Brooklyn,9,253.3,225.4,33.2,3
2025 / 03,Brooklyn,10,411,411.1,38.9,3
2025 / 03,Brooklyn,11,500.5,518,35.3,3
2025 / 03,Brooklyn,12,699.7,347.2,36.8,3
2025 / 03,Brooklyn,13,267.6,202.7,13.8,3
2025 / 03,Brooklyn,14,459.1,420.7,67.6,3
2025 / 03,Brooklyn,15,516.9,491.9,42.9,3
2025 / 03,Brooklyn,16,114.9,146.6,13.7,3
2025 / 03,Brooklyn,17,284.6,406.4,53.3,3
2025 / 03,Brooklyn,18,500.2,576.3,82.2,3
2025 / 03,Manhattan,1,329.8,232.8,9,1
2025 / 03,Manhattan,2,379.8,270.1,22.9,1
2025 / 03,Manhattan,3,404.6,319,21.5,1
2025 / 03,Manhattan,4,591.7,314.5,45.8,1
2025 / 03,Manhattan,5,234.1,145.1,7.5,1
2025 / 03,Manhattan,6,664.8,341.4,25,1
2025 / 03,Manhattan,7,889.8,660,128.3,1
2025 / 03,Manhattan,8,943.2,680.1,42.8,1
2025 / 03,Manhattan,9,228.7,234.2,21.4,1
2025 / 03,Manhattan,10,241.4,253.4,10.5,1
2025 / 03,Manhattan,11,219.9,172.8,13.8,1
2025 / 03,Manhattan,12,392,418.8,29.2,1
2025 / 03,Queens,1,614.5,587.1,83.2,4
2025 / 03,Queens,2,514.5,403.1,45,4
2025 / 03,Queens,3,316.1,482.9,43.1,4
2025 / 03,Queens,4,305.7,444.4,24.2,4
2025 / 03,Queens,5,554.9,622.2,78.1,4
2025 / 03,Queens,6,339.4,350.7,62.9,4
2025 / 03,Queens,7,919.9,728.6,73.9,4
2025 / 03,Queens,8,397.5,365.4,83.1,4
2025 / 03,Queens,9,432.3,488.7,80.6,4
2025 / 03,Queens,10,318.6,483.7,24.7,4
2025 / 03,Queens,11,385.5,392.1,76.9,4
2025 / 03,Queens,12,448.6,868.2,160.2,4
2025 / 03,Queens,13,407.1,770.5,66.2,4
2025 / 03,Queens,14,275.7,240.2,42.8,4
2025 / 03,Staten Island,1,621.2,610.5,165.4,5
2025 / 03,Staten Island,2,464.6,494.5,162.9,5
2025 / 03,Staten Island,3,600.8,587.8,233.5,5
2025 / 02,Bronx,1,207.8,118.2,5.7,2
2025 / 02,Bronx,2,187,163,2.3,2
2025 / 02,Bronx,3,123.3,133.2,2.2,2
2025 / 02,Bronx,4,212.9,257.7,5,2
2025 / 02,Bronx,5,182.7,259.6,7.5,2
2025 / 02,Bronx,6,167,153.8,4.2,2
2025 / 02,Bronx,7,250.2,359.1,4.2,2
2025 / 02,Bronx,8,242.7,290.4,43.7,2
2025 / 02,Bronx,9,187.3,304.2,17,2
2025 / 02,Bronx,10,242,275.4,28.3,2
2025 / 02,Bronx,11,240.5,260.7,24.2,2
2025 / 02,Bronx,12,249.9,455.6,43.1,2
2025 / 02,Brooklyn,1,634.2,391.1,33.9,3
2025 / 02,Brooklyn,2,477.4,342.1,70.1,3
2025 / 02,Brooklyn,3,375.2,285.1,66.7,3
2025 / 02,Brooklyn,4,289.9,304.1,56.1,3
2025 / 02,Brooklyn,5,216.7,371.4,23,3
2025 / 02,Brooklyn,6,439.5,323.5,64.6,3
2025 / 02,Brooklyn,7,354.4,305.9,50.9,3
2025 / 02,Brooklyn,8,278.4,236,40,3
2025 / 02,Brooklyn,9,232,214.3,26.9,3
2025 / 02,Brooklyn,10,370,370.2,31.5,3
2025 / 02,Brooklyn,11,457.4,457.5,24.9,3
2025 / 02,Brooklyn,12,599.2,285.4,23.2,3
2025 / 02,Brooklyn,13,230.5,196.2,8.9,3
2025 / 02,Brooklyn,14,382.3,343,37.1,3
2025 / 02,Brooklyn,15,459.3,433.3,32.9,3
2025 / 02,Brooklyn,16,96,133.7,9.2,3
2025 / 02,Brooklyn,17,255.7,355.7,41.3,3
2025 / 02,Brooklyn,18,421.6,514.8,51.3,3
2025 / 02,Manhattan,1,317.6,215.2,7.3,1
2025 / 02,Manhattan,2,358.1,250.1,18.3,1
2025 / 02,Manhattan,3,371.1,291.4,14.4,1
2025 / 02,Manhattan,4,563.5,294.3,38.3,1
2025 / 02,Manhattan,5,233.2,143.8,6,1
2025 / 02,Manhattan,6,626.2,328.5,22.2,1
2025 / 02,Manhattan,7,819.4,620.8,111.2,1
2025 / 02,Manhattan,8,886.5,637.7,37.4,1
2025 / 02,Manhattan,9,210.2,196.7,18.6,1
2025 / 02,Manhattan,10,221.7,221.4,18,1
2025 / 02,Manhattan,11,199.7,166.7,15.4,1
2025 / 02,Manhattan,12,357.7,385.3,27.4,1
2025 / 02,Queens,1,553.1,530,49.5,4
2025 / 02,Queens,2,482.5,378.4,32.3,4
2025 / 02,Queens,3,284.7,435.6,34,4
2025 / 02,Queens,4,279.8,396.3,18.5,4
2025 / 02,Queens,5,488.5,575.9,44.9,4
2025 / 02,Queens,6,320.6,314.2,37.8,4
2025 / 02,Queens,7,800.3,629.1,37.7,4
2025 / 02,Queens,8,340.4,324.7,49.5,4
2025 / 02,Queens,9,367.1,442,58.2,4
2025 / 02,Queens,10,268.1,434.8,26.6,4
2025 / 02,Queens,11,340.8,339.8,39.9,4
2025 / 02,Queens,12,380.2,738.1,75,4
2025 / 02,Queens,13,353.3,658.3,53,4
2025 / 02,Queens,14,228.5,213.6,30.2,4
2025 / 02,Staten Island,1,537.2,524,96.3,5
2025 / 02,Staten Island,2,418.8,414.9,98.1,5
2025 / 02,Staten Island,3,562.8,524.4,121.9,5
2025 / 01,Bronx,1,234.7,128.1,9.9,2
2025 / 01,Bronx,2,230,197,6.4,2
2025 / 01,Bronx,3,164.3,169.3,6.2,2
2025 / 01,Bronx,4,250.5,292.8,8.6,2
2025 / 01,Bronx,5,214.8,316.1,10.2,2
2025 / 01,Bronx,6,201.3,191.8,4.8,2
2025 / 01,Bronx,7,307.2,446.3,7.3,2
2025 / 01,Bronx,8,292.2,355.1,61.7,2
2025 / 01,Bronx,9,221.8,374.8,28.6,2
2025 / 01,Bronx,10,293.7,336.9,41,2
2025 / 01,Bronx,11,286.9,324.5,39,2
2025 / 01,Bronx,12,309,554.1,67,2
2025 / 01,Brooklyn,1,760.3,469.5,71.5,3
2025 / 01,Brooklyn,2,576.7,417.5,132,3
2025 / 01,Brooklyn,3,471.6,344.7,118,3
2025 / 01,Brooklyn,4,343.9,369.8,55,3
2025 / 01,Brooklyn,5,250.8,457.1,40.8,3
2025 / 01,Brooklyn,6,540.8,389.6,97.2,3
2025 / 01,Brooklyn,7,422.6,368,65.9,3
2025 / 01,Brooklyn,8,322.3,280.5,66.2,3
2025 / 01,Brooklyn,9,288.4,261,40.4,3
2025 / 01,Brooklyn,10,453.8,443.4,46.3,3
2025 / 01,Brooklyn,11,543.8,547.8,42.5,3
2025 / 01,Brooklyn,12,658.6,322,31.5,3
2025 / 01,Brooklyn,13,264.8,235.6,16.1,3
2025 / 01,Brooklyn,14,419.9,397.3,64.9,3
2025 / 01,Brooklyn,15,514.5,497.7,47.7,3
2025 / 01,Brooklyn,16,118.2,164.9,18.2,3
2025 / 01,Brooklyn,17,303.1,423.9,65.4,3
2025 / 01,Brooklyn,18,535.2,610.1,90.9,3
2025 / 01,Manhattan,1,376.8,270,27.8,1
2025 / 01,Manhattan,2,418.1,285.4,47.7,1
2025 / 01,Manhattan,3,467.2,352.7,26,1
2025 / 01,Manhattan,4,672.6,367.4,64.8,1
2025 / 01,Manhattan,5,282.7,171.5,18.1,1
2025 / 01,Manhattan,6,745.6,391.5,46.9,1
2025 / 01,Manhattan,7,964.4,717.4,185.2,1
2025 / 01,Manhattan,8,1059.7,760.1,102.8,1
2025 / 01,Manhattan,9,257.7,244,27,1
2025 / 01,Manhattan,10,285.1,278.9,27.5,1
2025 / 01,Manhattan,11,252.8,203.9,25.7,1
2025 / 01,Manhattan,12,460.9,519.2,39.1,1
2025 / 01,Queens,1,661.1,653.7,90.2,4
2025 / 01,Queens,2,573.1,445.4,51.4,4
2025 / 01,Queens,3,370,551.4,50.3,4
2025 / 01,Queens,4,342.8,503.4,26.7,4
2025 / 01,Queens,5,615,683.5,76.3,4
2025 / 01,Queens,6,378.3,385.4,57.1,4
2025 / 01,Queens,7,961.7,760.1,54.3,4
2025 / 01,Queens,8,407.1,373.3,70.7,4
2025 / 01,Queens,9,428.9,514.9,68.6,4
2025 / 01,Queens,10,329.6,505.9,31,4
2025 / 01,Queens,11,429.6,414.6,63.5,4
2025 / 01,Queens,12,459.9,881.1,119.2,4
2025 / 01,Queens,13,424.3,794.8,60.4,4
2025 / 01,Queens,14,271.4,244.1,44.2,4
2025 / 01,Staten Island,1,632.6,630.9,170.6,5
2025 / 01,Staten Island,2,502,504.6,148.2,5
2025 / 01,Staten Island,3,710.5,668.3,169.4,5
2024 / 12,Bronx,1,287.3,161.2,23.5,2
2024 / 12,Bronx,2,239.5,196.3,2.1,2
2024 / 12,Bronx,3,163.2,148.7,8.5,2
2024 / 12,Bronx,4,311.7,330.9,11,2
2024 / 12,Bronx,5,263.4,334.5,10.5,2
2024 / 12,Bronx,6,211.6,181.4,5.2,2
2024 / 12,Bronx,7,348.9,439.6,8.5,2
2024 / 12,Bronx,8,355.5,375.9,78.3,2
2024 / 12,Bronx,9,258.6,386.2,59.3,2
2024 / 12,Bronx,10,356.3,351.2,80.1,2
2024 / 12,Bronx,11,331.7,330.1,66.6,2
2024 / 12,Bronx,12,357.1,586.2,111.9,2
2024 / 12,Brooklyn,1,817.3,436.2,53.3,3
2024 / 12,Brooklyn,2,621.3,394.5,123.6,3
2024 / 12,Brooklyn,3,491,355.5,151,3
2024 / 12,Brooklyn,4,385.4,367,67.5,3
2024 / 12,Brooklyn,5,313.7,457.3,53.2,3
2024 / 12,Brooklyn,6,602.6,380.8,109.8,3
2024 / 12,Brooklyn,7,457.9,376.6,74,3
2024 / 12,Brooklyn,8,388.7,298.1,65.2,3
2024 / 12,Brooklyn,9,306.7,244.8,43.2,3
2024 / 12,Brooklyn,10,535.5,477,53.9,3
2024 / 12,Brooklyn,11,633.4,556.2,48.7,3
2024 / 12,Brooklyn,12,748.6,343.4,64.3,3
2024 / 12,Brooklyn,13,307.6,234,28.4,3
2024 / 12,Brooklyn,14,527.9,438.1,111.7,3
2024 / 12,Brooklyn,15,605.5,518.6,76.3,3
2024 / 12,Brooklyn,16,119.8,158.6,28.3,3
2024 / 12,Brooklyn,17,371.9,486.6,93.4,3
2024 / 12,Brooklyn,18,633.9,654.2,134.2,3
2024 / 12,Manhattan,1,411.4,238.5,8.6,1
2024 / 12,Manhattan,2,451.7,279.7,19.8,1
2024 / 12,Manhattan,3,451.9,308.9,28.9,1
2024 / 12,Manhattan,4,704.1,322.7,30.6,1
2024 / 12,Manhattan,5,308.7,166.3,7.5,1
2024 / 12,Manhattan,6,813.2,370.2,22.7,1
2024 / 12,Manhattan,7,1095.4,725.6,129,1
2024 / 12,Manhattan,8,1153.9,730.4,34.6,1
2024 / 12,Manhattan,9,257.1,220.1,24.9,1
2024 / 12,Manhattan,10,311.4,266.3,24.2,1
2024 / 12,Manhattan,11,250.7,165.7,29.3,1
2024 / 12,Manhattan,12,478.7,467.6,32.3,1
2024 / 12,Queens,1,752.9,640.5,97.5,4
2024 / 12,Queens,2,652.5,451.9,51,4
2024 / 12,Queens,3,403.6,549.5,55.1,4
2024 / 12,Queens,4,389.4,495.2,31.7,4
2024 / 12,Queens,5,733.8,714.3,100.2,4
