MONTH,BOROUGH,COMMUNITYDISTRICT,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,BOROUGH_ID
2024 / 08,Queens,8,430.7,384.8,75,4
2024 / 08,Queens,9,426.7,513,89.9,4
2024 / 08,Queens,10,346.5,535.8,31.6,4
2024 / 08,Queens,11,393.6,406.8,73,4
2024 / 08,Queens,12,504.5,970.4,291.4,4
2024 / 08,Queens,13,476.4,866.3,71,4
2024 / 08,Queens,14,307.7,273,70.8,4
2024 / 08,Staten Island,1,590.3,652.6,,5
2024 / 08,Staten Island,2,439.2,491.5,,5
2024 / 08,Staten Island,3,618.4,645.6,,5
2024 / 07,Bronx,1,249.6,160.3,,2
2024 / 07,Bronx,2,204.3,203.8,,2
2024 / 07,Bronx,3,164.6,177.3,,2
2024 / 07,Bronx,4,253.9,340.5,,2
2024 / 07,Bronx,5,216.3,335.8,,2
2024 / 07,Bronx,6,221.2,216.3,,2
2024 / 07,Bronx,7,302.5,445.4,,2
2024 / 07,Bronx,8,296.9,360.5,38.6,2
2024 / 07,Bronx,9,232.4,379.8,,2
2024 / 07,Bronx,10,278.9,334.8,,2
2024 / 07,Bronx,11,281.8,330.7,,2
2024 / 07,Bronx,12,301.9,617,,2
2024 / 07,Brooklyn,1,593.6,417.7,35.6,3
2024 / 07,Brooklyn,2,500.5,363.8,76.1,3
2024 / 07,Brooklyn,3,394.3,340.3,77.2,3
2024 / 07,Brooklyn,4,366.7,358,44.3,3
2024 / 07,Brooklyn,5,265.1,481.2,24.6,3
2024 / 07,Brooklyn,6,451.4,343.1,82.6,3
2024 / 07,Brooklyn,7,400.4,361.5,49.9,3
2024 / 07,Brooklyn,8,316.2,273.7,49.9,3
2024 / 07,Brooklyn,9,253.9,239,32.8,3
2024 / 07,Brooklyn,10,432.7,427.9,34,3
2024 / 07,Brooklyn,11,567.4,513.8,19.1,3
2024 / 07,Brooklyn,12,513.3,281.1,24.9,3
2024 / 07,Brooklyn,13,256.9,219.9,10.1,3
2024 / 07,Brooklyn,14,435.3,394.4,51.9,3
2024 / 07,Brooklyn,15,474.9,482.4,38.1,3
2024 / 07,Brooklyn,16,110,155.9,12.8,3
2024 / 07,Brooklyn,17,323.5,461.1,68.9,3
2024 / 07,Brooklyn,18,521.8,641.3,86.4,3
2024 / 07,Manhattan,1,295.3,194.2,,1
2024 / 07,Manhattan,2,378.1,245,,1
2024 / 07,Manhattan,3,371.8,322,,1
2024 / 07,Manhattan,4,606.7,307.3,,1
2024 / 07,Manhattan,5,263.4,156.6,,1
2024 / 07,Manhattan,6,677,315.1,11.3,1
2024 / 07,Manhattan,7,834.1,609.1,58.3,1
2024 / 07,Manhattan,8,887.6,602.8,,1
2024 / 07,Manhattan,9,214.8,208.4,,1
2024 / 07,Manhattan,10,258.1,257.2,,1
2024 / 07,Manhattan,11,235.1,182.1,,1
2024 / 07,Manhattan,12,401.5,470.9,,1
2024 / 07,Queens,1,654.7,625.8,94.3,4
2024 / 07,Queens,2,568.4,435.1,32.7,4
2024 / 07,Queens,3,365.9,522,35,4
2024 / 07,Queens,4,332.8,519.6,28.1,4
2024 / 07,Queens,5,623.1,662.5,78.6,4
2024 / 07,Queens,6,364.9,363.7,52.7,4
2024 / 07,Queens,7,977.1,800.1,70.6,4
2024 / 07,Queens,8,437.7,391,73.1,4
2024 / 07,Queens,9,463.3,532.9,86,4
2024 / 07,Queens,10,366.8,581.7,35.6,4
2024 / 07,Queens,11,418.9,441.5,71.2,4
2024 / 07,Queens,12,512.7,968.2,249.5,4
2024 / 07,Queens,13,500.8,906,93.4,4
2024 / 07,Queens,14,290.9,268.1,60.7,4
2024 / 07,Staten Island,1,659.3,684.6,,5
2024 / 07,Staten Island,2,492.1,523.6,,5
2024 / 07,Staten Island,3,709.5,655.8,,5
2024 / 06,Bronx,1,222.7,127.3,,2
2024 / 06,Bronx,2,222.7,197.7,,2
2024 / 06,Bronx,3,144.4,140.3,,2
2024 / 06,Bronx,4,256.1,307.9,,2
2024 / 06,Bronx,5,246.6,306,,2
2024 / 06,Bronx,6,189.4,169.3,,2
2024 / 06,Bronx,7,264.5,399.3,,2
2024 / 06,Bronx,8,293.8,322.8,42.3,2
2024 / 06,Bronx,9,231.2,370,,2
2024 / 06,Bronx,10,273.9,346.7,,2
2024 / 06,Bronx,11,256.2,319.7,,2
2024 / 06,Bronx,12,308.3,565,,2
2024 / 06,Brooklyn,1,649.9,411.3,41,3
2024 / 06,Brooklyn,2,510.5,370.9,86,3
2024 / 06,Brooklyn,3,402.1,310.6,80.9,3
2024 / 06,Brooklyn,4,333.9,347.5,48.6,3
2024 / 06,Brooklyn,5,258.2,418,27.2,3
2024 / 06,Brooklyn,6,512.9,355.5,106.8,3
2024 / 06,Brooklyn,7,361.8,349.2,58.1,3
2024 / 06,Brooklyn,8,310.8,243.2,52.7,3
2024 / 06,Brooklyn,9,256.4,226.6,38.3,3
2024 / 06,Brooklyn,10,397.4,412.5,38.3,3
2024 / 06,Brooklyn,11,533.2,512.5,22.4,3
2024 / 06,Brooklyn,12,605.1,319.3,29.4,3
2024 / 06,Brooklyn,13,240,200.6,8.6,3
2024 / 06,Brooklyn,14,426.5,388.4,54.4,3
2024 / 06,Brooklyn,15,463.4,475.4,39.1,3
2024 / 06,Brooklyn,16,140.8,167.8,12.4,3
2024 / 06,Brooklyn,17,294.8,417.8,68.6,3
2024 / 06,Brooklyn,18,515.9,620.5,101.4,3
2024 / 06,Manhattan,1,328.4,223.7,,1
2024 / 06,Manhattan,2,389.5,254,,1
2024 / 06,Manhattan,3,431.1,312,,1
2024 / 06,Manhattan,4,605.9,317.6,,1
2024 / 06,Manhattan,5,238.1,145.5,,1
2024 / 06,Manhattan,6,684.7,341.8,7.3,1
2024 / 06,Manhattan,7,906.4,646.4,60.5,1
2024 / 06,Manhattan,8,966.9,675.3,,1
2024 / 06,Manhattan,9,258.9,235.7,,1
2024 / 06,Manhattan,10,255.8,239.6,,1
2024 / 06,Manhattan,11,203.3,166.6,,1
2024 / 06,Manhattan,12,412.1,429.2,,1
2024 / 06,Queens,1,625.6,590.8,84.4,4
2024 / 06,Queens,2,542.4,403.9,37.5,4
2024 / 06,Queens,3,336.4,489.8,37.5,4
2024 / 06,Queens,4,309.1,496.1,28.9,4
2024 / 06,Queens,5,600.2,654.3,73,4
2024 / 06,Queens,6,352.2,345.5,63,4
2024 / 06,Queens,7,960.6,774.7,77.6,4
2024 / 06,Queens,8,412.4,376.8,65.8,4
2024 / 06,Queens,9,463.6,525.6,98.7,4
2024 / 06,Queens,10,358.9,543.7,31.7,4
2024 / 06,Queens,11,407.6,426.3,79.5,4
2024 / 06,Queens,12,488,945.5,289.3,4
2024 / 06,Queens,13,469.5,857.8,85.5,4
2024 / 06,Queens,14,300.9,258.8,68,4
2024 / 06,Staten Island,1,622.8,659.2,,5
2024 / 06,Staten Island,2,469.1,512.3,,5
2024 / 06,Staten Island,3,669.8,663.3,,5
2024 / 05,Bronx,1,209,126.4,,2
2024 / 05,Bronx,2,241.3,234.6,,2
2024 / 05,Bronx,3,159.3,169.8,,2
2024 / 05,Bronx,4,249.4,314.2,,2
2024 / 05,Bronx,5,223.4,310.6,,2
2024 / 05,Bronx,6,206.7,203.2,,2
2024 / 05,Bronx,7,286.8,435.5,,2
2024 / 05,Bronx,8,303.3,355.2,51.7,2
2024 / 05,Bronx,9,235.3,387.5,,2
2024 / 05,Bronx,10,282.4,355.2,,2
2024 / 05,Bronx,11,270.9,330.3,,2
2024 / 05,Bronx,12,326.7,596,,2
2024 / 05,Brooklyn,1,728.4,454.6,45.4,3
2024 / 05,Brooklyn,2,532.5,403.8,95.5,3
2024 / 05,Brooklyn,3,444.6,329.2,82.8,3
2024 / 05,Brooklyn,4,345.5,347.4,52.3,3
2024 / 05,Brooklyn,5,270,458.9,27.3,3
2024 / 05,Brooklyn,6,527.1,388.8,114.5,3
2024 / 05,Brooklyn,7,381,359.5,67,3
2024 / 05,Brooklyn,8,319.7,248.6,42.1,3
2024 / 05,Brooklyn,9,280.8,257.9,41.2,3
2024 / 05,Brooklyn,10,411.6,435.6,41.7,3
2024 / 05,Brooklyn,11,555.4,553.9,24.4,3
2024 / 05,Brooklyn,12,739.5,370.7,31.1,3
2024 / 05,Brooklyn,13,260.4,231.6,11.6,3
2024 / 05,Brooklyn,14,449.1,396.7,54.7,3
2024 / 05,Brooklyn,15,510.9,510.8,49.1,3
2024 / 05,Brooklyn,16,139.5,167.7,13.8,3
2024 / 05,Brooklyn,17,300.6,420.3,63.2,3
2024 / 05,Brooklyn,18,545.1,649,92.5,3
2024 / 05,Manhattan,1,355.9,249.5,,1
2024 / 05,Manhattan,2,399.1,279.7,,1
2024 / 05,Manhattan,3,475.3,389.4,,1
2024 / 05,Manhattan,4,669.9,373.9,,1
2024 / 05,Manhattan,5,276.2,174.3,,1
2024 / 05,Manhattan,6,740.6,407.2,9.5,1
2024 / 05,Manhattan,7,952.7,712.3,71.7,1
2024 / 05,Manhattan,8,1043.3,735.1,,1
2024 / 05,Manhattan,9,271.1,260.3,,1
2024 / 05,Manhattan,10,290.2,272.2,,1
2024 / 05,Manhattan,11,218.6,177.7,,1
2024 / 05,Manhattan,12,455.3,513.3,,1
2024 / 05,Queens,1,632.7,615.9,85.7,4
2024 / 05,Queens,2,572.7,447.4,39.8,4
2024 / 05,Queens,3,370.9,547.6,41.4,4
2024 / 05,Queens,4,343.1,550.3,29.1,4
2024 / 05,Queens,5,620.4,696.2,89.4,4
2024 / 05,Queens,6,368.2,377.8,70.3,4
2024 / 05,Queens,7,951.7,809.6,101.7,4
2024 / 05,Queens,8,433,402.8,96.5,4
2024 / 05,Queens,9,460.4,551.3,96.8,4
2024 / 05,Queens,10,364,575.4,43.1,4
2024 / 05,Queens,11,421.8,457,100.1,4
2024 / 05,Queens,12,512.3,988.5,341.8,4
2024 / 05,Queens,13,476.3,863.5,91.9,4
2024 / 05,Queens,14,291.1,266.2,75.9,4
2024 / 05,Staten Island,1,656.2,703,,5
2024 / 05,Staten Island,2,513.8,569.4,,5
2024 / 05,Staten Island,3,745,766,,5
2024 / 04,Bronx,1,219.7,146.1,,2
2024 / 04,Bronx,2,224.5,203.7,,2
2024 / 04,Bronx,3,150.7,165.1,,2
2024 / 04,Bronx,4,253.5,321.3,,2
2024 / 04,Bronx,5,219.7,310,,2
2024 / 04,Bronx,6,188.9,192.9,,2
2024 / 04,Bronx,7,269.4,422.4,,2
2024 / 04,Bronx,8,282.3,342,43.8,2
2024 / 04,Bronx,9,210.7,347.8,,2
2024 / 04,Bronx,10,253.1,318.4,,2
2024 / 04,Bronx,11,253.6,303.1,,2
2024 / 04,Bronx,12,287.2,552,,2
2024 / 04,Brooklyn,1,705.8,412.3,38.3,3
2024 / 04,Brooklyn,2,484.7,375.2,79.9,3
2024 / 04,Brooklyn,3,434.3,329.2,78.6,3
2024 / 04,Brooklyn,4,334.2,333.4,46.4,3
2024 / 04,Brooklyn,5,238.5,424.9,22.7,3
2024 / 04,Brooklyn,6,480.2,355.7,97.6,3
2024 / 04,Brooklyn,7,356.1,353.2,61.6,3
2024 / 04,Brooklyn,8,317.6,270.4,39.9,3
2024 / 04,Brooklyn,9,247.5,234,31.2,3
2024 / 04,Brooklyn,10,388.6,422.3,37.1,3
2024 / 04,Brooklyn,11,525,502.2,21.3,3
2024 / 04,Brooklyn,12,834,396.6,25.9,3
2024 / 04,Brooklyn,13,248.2,214.3,8.6,3
2024 / 04,Brooklyn,14,457.6,430.8,44,3
2024 / 04,Brooklyn,15,505.2,503,29.3,3
2024 / 04,Brooklyn,16,115.4,141.6,10.3,3
2024 / 04,Brooklyn,17,278,406.3,57.6,3
2024 / 04,Brooklyn,18,506.3,592,83.4,3
2024 / 04,Manhattan,1,302.2,217.8,,1
2024 / 04,Manhattan,2,377.5,267.9,,1
2024 / 04,Manhattan,3,398.1,311.7,,1
2024 / 04,Manhattan,4,570.7,300.6,,1
2024 / 04,Manhattan,5,245.8,158.8,,1
2024 / 04,Manhattan,6,637.7,330.1,10.9,1
2024 / 04,Manhattan,7,868.8,662.8,59.9,1
2024 / 04,Manhattan,8,920,667.5,,1
2024 / 04,Manhattan,9,208.7,211.1,,1
2024 / 04,Manhattan,10,247,262.8,,1
2024 / 04,Manhattan,11,193.7,158.5,,1
2024 / 04,Manhattan,12,377.6,458.7,,1
2024 / 04,Queens,1,596.5,591.7,69.7,4
2024 / 04,Queens,2,538.5,423.9,35.5,4
2024 / 04,Queens,3,321.9,481.5,32.3,4
2024 / 04,Queens,4,290.6,489,23.3,4
2024 / 04,Queens,5,562.8,624.2,74.7,4
2024 / 04,Queens,6,342.3,361,45.7,4
2024 / 04,Queens,7,885.9,753.5,73.4,4
2024 / 04,Queens,8,422.5,391.2,68,4
2024 / 04,Queens,9,420.1,502.1,81.7,4
2024 / 04,Queens,10,335.6,516.6,27.6,4
2024 / 04,Queens,11,395.2,418.3,72.2,4
2024 / 04,Queens,12,470.8,869,176,4
2024 / 04,Queens,13,435.1,778.4,73.6,4
2024 / 04,Queens,14,276.4,237.5,47.8,4
2024 / 04,Staten Island,1,612.4,628,,5
2024 / 04,Staten Island,2,474.8,484.2,,5
2024 / 04,Staten Island,3,618.6,617.4,,5
2024 / 03,Bronx,1,212.3,126.5,,2
2024 / 03,Bronx,2,237,224.4,,2
2024 / 03,Bronx,3,149.4,144.3,,2
2024 / 03,Bronx,4,266.6,308.3,,2
2024 / 03,Bronx,5,237.3,312.4,,2
2024 / 03,Bronx,6,195.3,175,,2
2024 / 03,Bronx,7,272.9,404,,2
2024 / 03,Bronx,8,283.8,332.4,37.7,2
2024 / 03,Bronx,9,230,351,,2
2024 / 03,Bronx,10,270.7,322.9,,2
2024 / 03,Bronx,11,269.1,296,,2
2024 / 03,Bronx,12,310.1,539.8,,2
2024 / 03,Brooklyn,1,684.9,405.1,35.5,3
2024 / 03,Brooklyn,2,501.6,385.6,78.1,3
2024 / 03,Brooklyn,3,432.7,314.3,72.4,3
2024 / 03,Brooklyn,4,337.8,336.6,42.6,3
2024 / 03,Brooklyn,5,235,406.9,22.9,3
2024 / 03,Brooklyn,6,498.3,353.7,88.3,3
2024 / 03,Brooklyn,7,352.1,333.4,56.7,3
2024 / 03,Brooklyn,8,292.9,238.3,41.3,3
2024 / 03,Brooklyn,9,274.8,241.7,30.1,3
2024 / 03,Brooklyn,10,385.4,399,28.9,3
2024 / 03,Brooklyn,11,521.4,490.3,20,3
2024 / 03,Brooklyn,12,708.1,358.3,30.5,3
2024 / 03,Brooklyn,13,247.6,216.7,6.9,3
2024 / 03,Brooklyn,14,441.7,399.3,47.6,3
2024 / 03,Brooklyn,15,492.9,478.3,29.2,3
2024 / 03,Brooklyn,16,129.7,158,13,3
2024 / 03,Brooklyn,17,281.7,387.4,51.8,3
2024 / 03,Brooklyn,18,489.1,578.9,80.7,3
2024 / 03,Manhattan,1,339.6,232.1,,1
2024 / 03,Manhattan,2,347.8,247.9,,1
2024 / 03,Manhattan,3,419.9,340.3,,1
2024 / 03,Manhattan,4,602.1,336.3,,1
2024 / 03,Manhattan,5,233.1,149.9,,1
2024 / 03,Manhattan,6,690.3,367.9,8.5,1
2024 / 03,Manhattan,7,912,670.9,61.5,1
2024 / 03,Manhattan,8,970,704.7,,1
2024 / 03,Manhattan,9,254.8,248,,1
2024 / 03,Manhattan,10,263.1,249.2,,1
2024 / 03,Manhattan,11,196.4,163.5,,1
2024 / 03,Manhattan,12,394.6,454.8,,1
2024 / 03,Queens,1,587.2,566.2,74.2,4
2024 / 03,Queens,2,534.5,421.1,32.5,4
2024 / 03,Queens,3,336.1,488.8,33.8,4
2024 / 03,Queens,4,296.1,500.1,24.1,4
2024 / 03,Queens,5,591.5,626.6,58.5,4
2024 / 03,Queens,6,354.3,351,45.2,4
2024 / 03,Queens,7,942.7,746.4,70.4,4
2024 / 03,Queens,8,417.4,367.5,54.5,4
2024 / 03,Queens,9,429,470.6,78.2,4
2024 / 03,Queens,10,345,473.6,22.1,4
2024 / 03,Queens,11,390.2,395.2,68.2,4
2024 / 03,Queens,12,478.4,853.2,115.7,4
2024 / 03,Queens,13,434.2,751.1,53.1,4
2024 / 03,Queens,14,298.6,242.3,47.8,4
2024 / 03,Staten Island,1,624.7,562.7,,5
2024 / 03,Staten Island,2,471.2,438.1,,5
2024 / 03,Staten Island,3,623.2,570.1,,5
2024 / 02,Bronx,1,191.3,113,,2
2024 / 02,Bronx,2,220.5,204.4,,2
2024 / 02,Bronx,3,122.7,134.7,,2
2024 / 02,Bronx,4,217.5,268.5,,2
2024 / 02,Bronx,5,185.6,272.5,,2
2024 / 02,Bronx,6,159.2,167,,2
2024 / 02,Bronx,7,246.7,387.3,,2
2024 / 02,Bronx,8,261.9,311,29.3,2
2024 / 02,Bronx,9,209.3,317.1,,2
2024 / 02,Bronx,10,237.1,285.4,,2
2024 / 02,Bronx,11,236.1,280.3,,2
2024 / 02,Bronx,12,269.3,490.3,,2
2024 / 02,Brooklyn,1,641.9,417.7,32.6,3
2024 / 02,Brooklyn,2,465.8,358.4,67.1,3
2024 / 02,Brooklyn,3,391.6,297.3,57.4,3
2024 / 02,Brooklyn,4,306.4,312.3,28.9,3
2024 / 02,Brooklyn,5,210.6,363.6,17.3,3
2024 / 02,Brooklyn,6,441.3,339.1,68.2,3
2024 / 02,Brooklyn,7,320.9,320.2,52.5,3
2024 / 02,Brooklyn,8,275.9,232.2,36,3
2024 / 02,Brooklyn,9,238.5,215.5,24.9,3
2024 / 02,Brooklyn,10,374.3,382.6,26.4,3
2024 / 02,Brooklyn,11,489.8,479.5,16.8,3
2024 / 02,Brooklyn,12,613.9,313.2,19.6,3
2024 / 02,Brooklyn,13,234.9,194.2,8.3,3
2024 / 02,Brooklyn,14,389,354.3,31.4,3
2024 / 02,Brooklyn,15,450.1,440.6,39,3
2024 / 02,Brooklyn,16,123.1,135.3,10.8,3
2024 / 02,Brooklyn,17,254.4,357.8,40.6,3
2024 / 02,Brooklyn,18,456.7,531.8,61.7,3
2024 / 02,Manhattan,1,321.9,230.4,,1
2024 / 02,Manhattan,2,354.5,252.8,,1
2024 / 02,Manhattan,3,417.1,319.6,,1
2024 / 02,Manhattan,4,585.3,321.4,,1
2024 / 02,Manhattan,5,234.3,149.6,,1
2024 / 02,Manhattan,6,675.8,355.8,7.9,1
2024 / 02,Manhattan,7,830.7,642.4,51.3,1
2024 / 02,Manhattan,8,906.4,670.4,,1
2024 / 02,Manhattan,9,216.5,220.6,,1
2024 / 02,Manhattan,10,246.6,237.4,,1
2024 / 02,Manhattan,11,187.9,156,,1
2024 / 02,Manhattan,12,387.1,451,,1
2024 / 02,Queens,1,534.1,531,55.9,4
2024 / 02,Queens,2,492.1,403.2,26.2,4
2024 / 02,Queens,3,324.5,460.8,26.8,4
2024 / 02,Queens,4,287.1,442.7,17.1,4
2024 / 02,Queens,5,527.3,593.5,40.3,4
2024 / 02,Queens,6,329.8,334.3,29.1,4
2024 / 02,Queens,7,848.5,701.1,62.3,4
2024 / 02,Queens,8,378.3,333.3,58.2,4
2024 / 02,Queens,9,387.2,438.9,71.1,4
2024 / 02,Queens,10,310.9,433.4,37.1,4
2024 / 02,Queens,11,367.7,364.9,56,4
2024 / 02,Queens,12,430.9,756.9,93.2,4
2024 / 02,Queens,13,391.8,683.8,73.4,4
2024 / 02,Queens,14,249.8,207.4,35.1,4
2024 / 02,Staten Island,1,567.1,525.7,,5
2024 / 02,Staten Island,2,436.8,423.4,,5
2024 / 02,Staten Island,3,581.2,529.3,,5
2024 / 01,Bronx,1,235.9,148.7,,2
2024 / 01,Bronx,2,238.8,214.1,,2
2024 / 01,Bronx,3,175.4,174.5,,2
2024 / 01,Bronx,4,272.6,345.7,,2
2024 / 01,Bronx,5,241.8,341.1,,2
2024 / 01,Bronx,6,213.2,211.3,,2
2024 / 01,Bronx,7,298.1,471.1,,2
2024 / 01,Bronx,8,327.1,404,30.3,2
2024 / 01,Bronx,9,240.5,370.3,,2
2024 / 01,Bronx,10,289,336.7,,2
2024 / 01,Bronx,11,286.9,323.9,,2
2024 / 01,Bronx,12,341.7,579.8,,2
2024 / 01,Brooklyn,1,715.6,444.2,70.4,3
2024 / 01,Brooklyn,2,558.7,414.4,125.7,3
2024 / 01,Brooklyn,3,497.9,361.3,104.8,3
2024 / 01,Brooklyn,4,374.5,355.7,36.3,3
2024 / 01,Brooklyn,5,271,462.8,26.6,3
2024 / 01,Brooklyn,6,537.2,388.1,107.6,3
2024 / 01,Brooklyn,7,410,388.4,72.2,3
2024 / 01,Brooklyn,8,370.5,294.9,62.4,3
2024 / 01,Brooklyn,9,263.8,237.6,34.5,3
2024 / 01,Brooklyn,10,462.6,460.3,44.9,3
2024 / 01,Brooklyn,11,575.7,562.8,30.2,3
2024 / 01,Brooklyn,12,711,332.5,34.4,3
2024 / 01,Brooklyn,13,277.6,232.1,16.4,3
2024 / 01,Brooklyn,14,496,435.6,51.5,3
2024 / 01,Brooklyn,15,530.6,508.3,43,3
2024 / 01,Brooklyn,16,123.1,148.7,14.6,3
2024 / 01,Brooklyn,17,311.6,435.9,58.1,3
2024 / 01,Brooklyn,18,631.9,598.5,79.9,3
2024 / 01,Manhattan,1,326.2,217.7,,1
2024 / 01,Manhattan,2,428.4,290.5,,1
2024 / 01,Manhattan,3,458.9,319.9,,1
2024 / 01,Manhattan,4,608.1,319.3,,1
2024 / 01,Manhattan,5,270.8,166.7,,1
2024 / 01,Manhattan,6,690.8,336,9.6,1
2024 / 01,Manhattan,7,934.6,707.1,61.7,1
2024 / 01,Manhattan,8,1003.3,706.5,,1
2024 / 01,Manhattan,9,238.2,227.8,,1
2024 / 01,Manhattan,10,290.4,258.5,,1
2024 / 01,Manhattan,11,228.9,188.5,,1
2024 / 01,Manhattan,12,434.9,496.8,,1
2024 / 01,Queens,1,674.8,642.9,93.9,4
2024 / 01,Queens,2,598.6,466.4,49.7,4
2024 / 01,Queens,3,365.5,515.3,34.3,4
2024 / 01,Queens,4,337.1,482.7,23.7,4
2024 / 01,Queens,5,649.9,692,60.4,4
2024 / 01,Queens,6,377.9,387,50,4
2024 / 01,Queens,7,1010.5,791.7,86.7,4
2024 / 01,Queens,8,438,392.8,78.7,4
2024 / 01,Queens,9,488.2,521.8,105.2,4
2024 / 01,Queens,10,381.7,524.1,75.6,4
2024 / 01,Queens,11,474.1,455.1,87.9,4
2024 / 01,Queens,12,514.9,880.2,132.3,4
2024 / 01,Queens,13,464.4,820.4,93.3,4
2024 / 01,Queens,14,277,222,71.3,4
2024 / 01,Staten Island,1,695.3,644.9,,5
2024 / 01,Staten Island,2,537,505.4,,5
2024 / 01,Staten Island,3,711.5,649,,5
2023 / 12,Bronx,1,241.1,132.9,,2
2023 / 12,Bronx,2,261.1,227.3,,2
2023 / 12,Bronx,3,162.3,144.2,,2
2023 / 12,Bronx,4,297.1,325.8,,2
2023 / 12,Bronx,5,260.7,330.9,,2
2023 / 12,Bronx,6,207.1,176.9,,2
2023 / 12,Bronx,7,325.6,429.3,,2
2023 / 12,Bronx,8,344.2,364.1,45.1,2
2023 / 12,Bronx,9,280.5,372,,2
2023 / 12,Bronx,10,353.3,348.8,,2
2023 / 12,Bronx,11,322.9,328.8,,2
2023 / 12,Bronx,12,378.2,574.3,,2
2023 / 12,Brooklyn,1,788.5,420.7,51.5,3
2023 / 12,Brooklyn,2,613.1,411.7,115.6,3
2023 / 12,Brooklyn,3,472.2,318.3,117.8,3
2023 / 12,Brooklyn,4,382.8,368,33.8,3
2023 / 12,Brooklyn,5,303.5,440.2,44.8,3
2023 / 12,Brooklyn,6,610.3,392.3,110.7,3
2023 / 12,Brooklyn,7,415.4,369.8,63.6,3
2023 / 12,Brooklyn,8,347.3,254.1,52.3,3
2023 / 12,Brooklyn,9,323.4,267.9,45.3,3
2023 / 12,Brooklyn,10,504.5,441.3,56,3
2023 / 12,Brooklyn,11,642.6,535,30.1,3
2023 / 12,Brooklyn,12,795.2,348.4,53.9,3
2023 / 12,Brooklyn,13,301.6,220.4,30.1,3
2023 / 12,Brooklyn,14,531.4,431.2,99.8,3
2023 / 12,Brooklyn,15,582.2,488.3,74.1,3
2023 / 12,Brooklyn,16,158.9,175.5,43.9,3
2023 / 12,Brooklyn,17,366.7,433.6,91.2,3
2023 / 12,Brooklyn,18,779.9,643.2,146.6,3
2023 / 12,Manhattan,1,406.1,243.6,,1
2023 / 12,Manhattan,2,421.5,261.3,,1
2023 / 12,Manhattan,3,456.5,323.1,,1
2023 / 12,Manhattan,4,718.9,359,,1
2023 / 12,Manhattan,5,283.8,159.3,,1
2023 / 12,Manhattan,6,825.6,389.8,8.1,1
2023 / 12,Manhattan,7,1090.7,720.8,68.6,1
2023 / 12,Manhattan,8,1174.5,755.5,,1
2023 / 12,Manhattan,9,299.6,269.1,,1
2023 / 12,Manhattan,10,311.1,256.3,,1
2023 / 12,Manhattan,11,227.6,168.4,,1
2023 / 12,Manhattan,12,475.2,481.5,,1
2023 / 12,Queens,1,708.2,590.5,97.6,4
2023 / 12,Queens,2,621.2,442.8,42.3,4
2023 / 12,Queens,3,421.6,510,38.9,4
2023 / 12,Queens,4,366.2,488,27.1,4
2023 / 12,Queens,5,719.3,688.4,87.5,4
2023 / 12,Queens,6,428.5,379.4,93.1,4
2023 / 12,Queens,7,1101.7,767.8,125.1,4
2023 / 12,Queens,8,492.5,395,97.2,4
2023 / 12,Queens,9,518.3,503.2,121.9,4
2023 / 12,Queens,10,421.9,505.3,62.8,4
2023 / 12,Queens,11,487.1,417.3,160.1,4
2023 / 12,Queens,12,580.7,932.6,321.1,4
2023 / 12,Queens,13,532.4,815.4,120.7,4
2023 / 12,Queens,14,347.6,265,51.4,4
2023 / 12,Staten Island,1,779,627.2,,5
2023 / 12,Staten Island,2,591.8,487.1,,5
2023 / 12,Staten Island,3,895.7,666.3,,5
2023 / 11,Bronx,1,206.2,123.1,,2
2023 / 11,Bronx,2,228.9,212.6,,2
2023 / 11,Bronx,3,166.5,166.8,,2
2023 / 11,Bronx,4,249.2,308.9,,2
2023 / 11,Bronx,5,209.5,323.9,,2
2023 / 11,Bronx,6,199.1,196,,2
2023 / 11,Bronx,7,287.6,457,,2
2023 / 11,Bronx,8,309.3,350.7,68.4,2
2023 / 11,Bronx,9,232.9,363.5,,2
2023 / 11,Bronx,10,267.9,327.3,,2
2023 / 11,Bronx,11,259.3,315.8,,2
2023 / 11,Bronx,12,317.7,556,,2
2023 / 11,Brooklyn,1,671.8,427.8,67.6,3
2023 / 11,Brooklyn,2,532,399.9,120.2,3
2023 / 11,Brooklyn,3,455.6,325.7,111,3
2023 / 11,Brooklyn,4,325.2,343.3,39.1,3
2023 / 11,Brooklyn,5,269.6,434.8,50.9,3
2023 / 11,Brooklyn,6,512.3,389,139.3,3
2023 / 11,Brooklyn,7,356.6,354.5,97.5,3
2023 / 11,Brooklyn,8,328.5,252.1,63.5,3
2023 / 11,Brooklyn,9,267.4,235.6,44.7,3
2023 / 11,Brooklyn,10,424,412.3,72,3
2023 / 11,Brooklyn,11,537.9,504.1,48.9,3
2023 / 11,Brooklyn,12,672.4,336.8,59.2,3
2023 / 11,Brooklyn,13,247.2,200.6,25.1,3
2023 / 11,Brooklyn,14,434.1,385.3,121.6,3
2023 / 11,Brooklyn,15,495.8,477.8,102.1,3
2023 / 11,Brooklyn,16,146.7,151.1,40.4,3
2023 / 11,Brooklyn,17,307.3,407.1,109.6,3
2023 / 11,Brooklyn,18,539.5,597.6,230.1,3
2023 / 11,Manhattan,1,338.1,236.7,,1
2023 / 11,Manhattan,2,420.8,280.5,,1
2023 / 11,Manhattan,3,470.5,338.9,,1
2023 / 11,Manhattan,4,624.3,338.5,,1
