MONTH,BOROUGH,COMMUNITY DISTRICT,RES ORGANICS TONS,SCHOOL ORGANIC TONS,BOROUGH_ID
2024 / 04,Brooklyn,15,29.3,0,3
2024 / 04,Brooklyn,16,10.3,25.1,3
2024 / 04,Brooklyn,17,57.6,0,3
2024 / 04,Brooklyn,18,83.4,103.5,3
2024 / 04,Manhattan,1,0,0,1
2024 / 04,Manhattan,2,0,21.2,1
2024 / 04,Manhattan,3,0,34.9,1
2024 / 04,Manhattan,4,0,0,1
2024 / 04,Manhattan,5,0,0,1
2024 / 04,Manhattan,6,10.9,0,1
2024 / 04,Manhattan,7,59.9,33.6,1
2024 / 04,Manhattan,8,0,0,1
2024 / 04,Manhattan,9,0,63,1
2024 / 04,Manhattan,10,0,43.9,1
2024 / 04,Manhattan,11,0,0,1
2024 / 04,Manhattan,12,0,30.4,1
2024 / 04,Queens,1,69.7,135.4,4
2024 / 04,Queens,2,35.5,143.8,4
2024 / 04,Queens,3,32.3,0,4
2024 / 04,Queens,4,23.3,0,4
2024 / 04,Queens,5,74.7,85.4,4
2024 / 04,Queens,6,45.7,0,4
2024 / 04,Queens,7,73.4,114.8,4
2024 / 04,Queens,8,68,4.2,4
2024 / 04,Queens,9,81.7,88.2,4
2024 / 04,Queens,10,27.6,53.7,4
2024 / 04,Queens,11,72.2,53.5,4
2024 / 04,Queens,12,176,71.1,4
2024 / 04,Queens,13,73.6,35.3,4
2024 / 04,Queens,14,47.8,0,4
2024 / 04,Staten Island,1,0,0,5
2024 / 04,Staten Island,2,0,17.4,5
2024 / 04,Staten Island,3,0,24.2,5
2024 / 03,Bronx,1,0,0,2
2024 / 03,Bronx,2,0,95.1,2
2024 / 03,Bronx,3,0,101.7,2
2024 / 03,Bronx,4,0,84.4,2
2024 / 03,Bronx,5,0,74,2
2024 / 03,Bronx,6,0,52.7,2
2024 / 03,Bronx,7,0,0,2
2024 / 03,Bronx,8,37.7,44.1,2
2024 / 03,Bronx,9,0,62.9,2
2024 / 03,Bronx,10,0,0,2
2024 / 03,Bronx,11,0,0,2
2024 / 03,Bronx,12,0,77.9,2
2024 / 03,Brooklyn,1,35.5,52.4,3
2024 / 03,Brooklyn,2,78.1,44.4,3
2024 / 03,Brooklyn,3,72.4,88.7,3
2024 / 03,Brooklyn,4,42.6,0,3
2024 / 03,Brooklyn,5,22.9,147.9,3
2024 / 03,Brooklyn,6,88.3,67.1,3
2024 / 03,Brooklyn,7,56.7,0,3
2024 / 03,Brooklyn,8,41.3,59,3
2024 / 03,Brooklyn,9,30.1,0,3
2024 / 03,Brooklyn,10,28.9,0,3
2024 / 03,Brooklyn,11,20,178,3
2024 / 03,Brooklyn,12,30.5,69.4,3
2024 / 03,Brooklyn,13,6.9,0,3
2024 / 03,Brooklyn,14,47.6,109.1,3
2024 / 03,Brooklyn,15,29.2,0,3
2024 / 03,Brooklyn,16,13,37.5,3
2024 / 03,Brooklyn,17,51.8,0,3
2024 / 03,Brooklyn,18,80.7,23.6,3
2024 / 03,Manhattan,1,0,0,1
2024 / 03,Manhattan,2,0,32.6,1
2024 / 03,Manhattan,3,0,49.7,1
2024 / 03,Manhattan,4,0,0,1
2024 / 03,Manhattan,5,0,0,1
2024 / 03,Manhattan,6,8.5,0,1
2024 / 03,Manhattan,7,61.5,45.5,1
2024 / 03,Manhattan,8,0,0,1
2024 / 03,Manhattan,9,0,89.9,1
2024 / 03,Manhattan,10,0,56.1,1
2024 / 03,Manhattan,11,0,0,1
2024 / 03,Manhattan,12,0,44.8,1
2024 / 03,Queens,1,74.2,20.6,4
2024 / 03,Queens,2,32.5,241.3,4
2024 / 03,Queens,3,33.8,0,4
2024 / 03,Queens,4,24.1,0,4
2024 / 03,Queens,5,58.5,130,4
2024 / 03,Queens,6,45.2,0,4
2024 / 03,Queens,7,70.4,173.6,4
2024 / 03,Queens,8,54.5,1.8,4
2024 / 03,Queens,9,78.2,131.8,4
2024 / 03,Queens,10,22.1,72,4
2024 / 03,Queens,11,68.2,71,4
2024 / 03,Queens,12,115.7,103.8,4
2024 / 03,Queens,13,53.1,50.5,4
2024 / 03,Queens,14,47.8,0,4
2024 / 03,Staten Island,1,0,0,5
2024 / 03,Staten Island,2,0,25.7,5
2024 / 03,Staten Island,3,0,34.1,5
2024 / 02,Bronx,1,0,0,2
2024 / 02,Bronx,2,0,73.5,2
2024 / 02,Bronx,3,0,76,2
2024 / 02,Bronx,4,0,67.9,2
2024 / 02,Bronx,5,0,50.7,2
2024 / 02,Bronx,6,0,39.5,2
2024 / 02,Bronx,7,0,0,2
2024 / 02,Bronx,8,29.3,32.3,2
2024 / 02,Bronx,9,0,47.1,2
2024 / 02,Bronx,10,0,0,2
2024 / 02,Bronx,11,0,0,2
2024 / 02,Bronx,12,0,55.1,2
2024 / 02,Brooklyn,1,32.6,36.7,3
2024 / 02,Brooklyn,2,67.1,39.2,3
2024 / 02,Brooklyn,3,57.4,67.3,3
2024 / 02,Brooklyn,4,28.9,0,3
2024 / 02,Brooklyn,5,17.3,102.3,3
2024 / 02,Brooklyn,6,68.2,54.2,3
2024 / 02,Brooklyn,7,52.5,0,3
2024 / 02,Brooklyn,8,36,51.9,3
2024 / 02,Brooklyn,9,24.9,0,3
2024 / 02,Brooklyn,10,26.4,0,3
2024 / 02,Brooklyn,11,16.8,119,3
2024 / 02,Brooklyn,12,19.6,59,3
2024 / 02,Brooklyn,13,8.3,0,3
2024 / 02,Brooklyn,14,31.4,84,3
2024 / 02,Brooklyn,15,39,0,3
2024 / 02,Brooklyn,16,10.8,23.8,3
2024 / 02,Brooklyn,17,40.6,0,3
2024 / 02,Brooklyn,18,61.7,0,3
2024 / 02,Manhattan,1,0,0,1
2024 / 02,Manhattan,2,0,27.3,1
2024 / 02,Manhattan,3,0,37.7,1
2024 / 02,Manhattan,4,0,0,1
2024 / 02,Manhattan,5,0,0,1
2024 / 02,Manhattan,6,7.9,0,1
2024 / 02,Manhattan,7,51.3,36.4,1
2024 / 02,Manhattan,8,0,0,1
2024 / 02,Manhattan,9,0,70.1,1
2024 / 02,Manhattan,10,0,38.5,1
2024 / 02,Manhattan,11,0,0,1
2024 / 02,Manhattan,12,0,31.7,1
2024 / 02,Queens,1,55.9,0,4
2024 / 02,Queens,2,26.2,167.9,4
2024 / 02,Queens,3,26.8,0,4
2024 / 02,Queens,4,17.1,0,4
2024 / 02,Queens,5,40.3,94.3,4
2024 / 02,Queens,6,29.1,0,4
2024 / 02,Queens,7,62.3,119.3,4
2024 / 02,Queens,8,58.2,1.4,4
2024 / 02,Queens,9,71.1,93,4
2024 / 02,Queens,10,37.1,56.2,4
2024 / 02,Queens,11,56,52.6,4
2024 / 02,Queens,12,93.2,76.2,4
2024 / 02,Queens,13,73.4,43,4
2024 / 02,Queens,14,35.1,0,4
2024 / 02,Staten Island,1,0,0,5
2024 / 02,Staten Island,2,0,16.1,5
2024 / 02,Staten Island,3,0,25,5
2024 / 01,Bronx,1,0,0,2
2024 / 01,Bronx,2,0,100.5,2
2024 / 01,Bronx,3,0,106.5,2
2024 / 01,Bronx,4,0,93.3,2
2024 / 01,Bronx,5,0,74.9,2
2024 / 01,Bronx,6,0,52.1,2
2024 / 01,Bronx,7,0,0,2
2024 / 01,Bronx,8,30.3,48.4,2
2024 / 01,Bronx,9,0,68.7,2
2024 / 01,Bronx,10,0,0,2
2024 / 01,Bronx,11,0,0,2
2024 / 01,Bronx,12,0,81.9,2
2024 / 01,Brooklyn,1,70.4,55,3
2024 / 01,Brooklyn,2,125.7,53,3
2024 / 01,Brooklyn,3,104.8,88.6,3
2024 / 01,Brooklyn,4,36.3,0,3
2024 / 01,Brooklyn,5,26.6,133.5,3
2024 / 01,Brooklyn,6,107.6,62,3
2024 / 01,Brooklyn,7,72.2,0,3
2024 / 01,Brooklyn,8,62.4,53.1,3
2024 / 01,Brooklyn,9,34.5,0,3
2024 / 01,Brooklyn,10,44.9,0,3
2024 / 01,Brooklyn,11,30.2,150.6,3
2024 / 01,Brooklyn,12,34.4,86.6,3
2024 / 01,Brooklyn,13,16.4,0,3
2024 / 01,Brooklyn,14,51.5,106.2,3
2024 / 01,Brooklyn,15,43,0,3
2024 / 01,Brooklyn,16,14.6,33,3
2024 / 01,Brooklyn,17,58.1,0,3
2024 / 01,Brooklyn,18,79.9,0,3
2024 / 01,Manhattan,1,0,0,1
2024 / 01,Manhattan,2,0,32.2,1
2024 / 01,Manhattan,3,0,56.9,1
2024 / 01,Manhattan,4,0,0,1
2024 / 01,Manhattan,5,0,0,1
2024 / 01,Manhattan,6,9.6,0,1
2024 / 01,Manhattan,7,61.7,47.6,1
2024 / 01,Manhattan,8,0,0,1
2024 / 01,Manhattan,9,0,92.8,1
2024 / 01,Manhattan,10,0,58.9,1
2024 / 01,Manhattan,11,0,0,1
2024 / 01,Manhattan,12,0,43.8,1
2024 / 01,Queens,1,93.9,0,4
2024 / 01,Queens,2,49.7,226.1,4
2024 / 01,Queens,3,34.3,0,4
2024 / 01,Queens,4,23.7,0,4
2024 / 01,Queens,5,60.4,133.8,4
2024 / 01,Queens,6,50,0,4
2024 / 01,Queens,7,86.7,122.5,4
2024 / 01,Queens,8,78.7,0,4
2024 / 01,Queens,9,105.2,127.5,4
2024 / 01,Queens,10,75.6,57.2,4
2024 / 01,Queens,11,87.9,76.9,4
2024 / 01,Queens,12,132.3,80.7,4
2024 / 01,Queens,13,93.3,46.5,4
2024 / 01,Queens,14,71.3,0,4
2024 / 01,Staten Island,1,0,0,5
2024 / 01,Staten Island,2,0,28.6,5
2024 / 01,Staten Island,3,0,33.4,5
